Timestamp,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values,Values
2025-03-09 11:19:00+00:00,1.617980306311352,1.9946373538753435,0.1431337939588993,2.183846795781903,0.10331576689791241,2.203377903249674,2.1681910554693546,0.14235716883348087,0.1541383688904261,0.13178653748931263,0.07476283096306358,0.07541946754573745,0.16800416581211358,0.10362113849006693,0.6324380929172014,1.8902114614432926
2025-03-09 11:24:00+00:00,0.12166993970178117,0.11300047243750326,0.1470028558927769,0.18133706734003732,0.20000168418082667,0.19199999999999995,0.1846662336899956,0.1599975005338778,0.12800012224759255,0.12166666666666662,0.1876662055743517,0.17699999999999996,0.13100460594938385,0.19733333333333328,0.17833496685724443,0.19199999999999998
2025-03-09 11:29:00+00:00,40.4648822642084,40.27933250006713,43.61350076395255,39.631500858533755,42.288,40.130670033461854,39.631333966830006,43.000235336773876,40.629000000000005,44.284333333333336,44.45742583185753,45.77633344444962,40.10599938891657,40.46000030001,39.451997783591914,37.796
2025-03-09 11:34:00+00:00,50.04433318333871,50.022666666666666,50.028999472255734,50.03150130294274,50.02966666666667,50.04066603336629,50.04666730019,50.048665472321474,50.041,50.04766666666667,50.03966625008444,50.03099999999999,49.99483319724208,50.03483272508763,50.026333333333326,50.03233360565833
2025-03-09 11:39:00+00:00,50.05000000046453,50.02866713895371,50.03149846422928,49.92033216097461,50.04033333333333,50.04550088619904,50.04933333333333,50.040500341687356,49.977498647221424,50.036,50.04433386673537,50.019,49.9430006279026,50.03866658343277,50.03066723343666,50.036667111206015
2025-03-09 11:44:00+00:00,50.042000622471775,50.016999999999996,50.02450020289134,49.82766989436593,50.028999999999996,50.034833141718565,50.03499963349666,50.047833219446346,50.03950105307247,50.04433333333334,50.03849964170736,50.02733318889888,50.03766706669334,50.02583375285662,50.02466666666666,50.0299996000325
2025-03-09 11:49:00+00:00,50.05916803068385,49.998,50.028501414024674,49.98033603318336,50.029999999999994,50.05299953336444,50.05000070018334,50.039833780634126,50.04633400016668,50.03833333333334,50.04350015833958,50.022000488910365,50.03116619730912,50.03899977786806,50.02766756675,50.03533333333333
2025-03-09 11:54:00+00:00,50.04199931120073,50.019999999999996,50.02283339167504,50.035667050035,50.025999999999996,50.04233340010815,50.039999822567395,50.04599997222871,50.16067053384005,50.04633333333334,50.03766583919628,50.03099999999999,49.977500502764485,50.032333805652776,50.02433256684212,50.030999583364995
2025-03-09 11:59:00+00:00,50.052498897475864,50.023832752816055,50.02966726129427,50.04433321667149,50.033333333333324,50.04099885016091,50.04800130013002,50.039999950003335,50.32166547897372,50.041000000000004,50.04649923636921,50.026999999999994,50.041333333333334,50.03466839472336,50.0260009001514,50.03599961125694
2025-03-09 12:04:00+00:00,50.04200089492736,49.98116848596284,50.02850060283181,49.949833191004664,50.034666666666666,50.025666666666666,50.04766690023667,50.05149978055921,49.99332783300994,50.048,50.04916749183301,50.028999999999996,49.957999327768334,50.032667022314996,50.023666555591845,50.036001705778716
2025-03-09 12:09:00+00:00,46.81233380007852,47.552834635999126,43.80208531401301,46.7484943089447,45.893,45.178666666666665,47.64999943338999,44.60566673333824,46.66100059994001,44.055666666666674,43.56989110395579,42.44733333333333,47.82451875692036,47.351000666786675,48.16933316687,49.95933506118583
2025-03-09 12:14:00+00:00,0.8872189176874549,2.4783333333333335,0.0,2.685,2.1016666666666666,1.5141666666666667,2.751941860852752,1.71,0.8638873616010696,1.175,1.134981083648606,,2.905,2.7702308525710477,0.7641666666666665,26.280619896683888
